TXNAME	GENEID
FBtr0080391	FBgn0043841
FBtr0334762	FBgn0043841
FBtr0333094	FBgn0032429
FBtr0080388	FBgn0032429
FBtr0333093	FBgn0032429
FBtr0080387	FBgn0032431
FBtr0345613	FBgn0032431
FBtr0302910	FBgn0265298
FBtr0306252	FBgn0265298
FBtr0089899	FBgn0265298
FBtr0089898	FBgn0265298
FBtr0309767	FBgn0263468
FBtr0309768	FBgn0263469
FBtr0333092	FBgn0032433
FBtr0080384	FBgn0032433
FBtr0333091	FBgn0032434
FBtr0080383	FBgn0032434
FBtr0080382	FBgn0032436
FBtr0299652	FBgn0259176
FBtr0339528	FBgn0259176
FBtr0300523	FBgn0259176
FBtr0299656	FBgn0259176
FBtr0300524	FBgn0259176
FBtr0300522	FBgn0259176
FBtr0346622	FBgn0259176
FBtr0299658	FBgn0259176
FBtr0300521	FBgn0259176
FBtr0299657	FBgn0259176
FBtr0304238	FBgn0262203
FBtr0472779	FBtr0472779_df_nrg
FBtr0304239	FBtr0304239_df_nrg
FBtr0080381	FBgn0051858
FBti0019154-RA	FBti0019154
FBtr0342630	FBgn0265809
FBtr0342629	FBgn0265808
FBtr0080376	FBgn0032439
FBtr0308800	FBgn0032439
FBtr0308801	FBgn0032439
FBtr0340546	FBgn0032442
FBtr0080412	FBgn0032442
FBtr0080411	FBgn0032444
FBtr0300273	FBgn0032446
FBtr0080409	FBgn0032448
FBtr0080408	FBgn0032449
FBtr0340545	FBgn0032449
FBtr0329925	FBgn0032450
FBtr0080407	FBgn0032450
FBtr0080406	FBgn0032452
FBtr0080405	FBgn0032454
FBtr0332410	FBgn0032454
FBtr0089908	FBgn0032455
FBtr0301163	FBgn0032455
FBti0019155-RA	FBti0019155
FBti0019157-RA	FBti0019157
FBti0060271-RA	FBti0060271
FBtr0080402	FBgn0032457
FBtr0347486	FBgn0267925
FBtr0452183	FBgn0284416
FBti0019159-RA	FBti0019159
FBti0019160-RA	FBti0019160
FBtr0332211	FBgn0264366
FBtr0332210	FBgn0015399
FBtr0346702	FBgn0015399
FBti0060295-RA	FBti0060295
FBti0019163-RA	FBti0019163
FBti0060534-RA	FBti0060534
FBtr0080430	FBgn0032465
FBtr0080429	FBgn0265262
FBtr0336618	FBgn0265262
FBtr0080428	FBgn0032467
FBtr0301247	FBgn0032467
FBtr0080427	FBgn0028965
FBtr0310277	FBgn0262160
FBtr0336617	FBgn0262160
FBtr0089956	FBgn0262160
FBtr0336616	FBgn0262160
FBtr0475223	FBgn0265087
FBtr0345616	FBgn0032472
FBtr0080496	FBgn0032472
FBtr0307212	FBgn0040972
FBtr0329989	FBgn0032474
FBtr0080494	FBgn0032474
FBtr0080493	FBgn0032474
FBtr0333236	FBgn0032475
FBtr0080491	FBgn0032475
FBtr0080492	FBgn0032475
FBtr0289981	FBgn0032475
FBtr0080490	FBgn0051849
FBtr0305555	FBgn0032479
FBtr0080489	FBgn0032479
FBtr0080488	FBgn0032481
FBtr0080487	FBgn0032483
FBtr0080486	FBgn0004191
FBtr0080485	FBgn0032484
FBtr0334756	FBgn0032484
FBtr0334757	FBgn0032484
FBtr0080484	FBgn0032485
FBtr0080483	FBgn0032487
FBtr0334755	FBgn0032487
FBtr0080482	FBgn0032489
FBtr0080481	FBgn0032493
FBtr0479959	FBgn0287610
FBtr0091789	FBgn0041720
FBtr0080480	FBgn0051730
FBtr0303784	FBgn0051848
FBtr0080478	FBgn0028406
FBtr0344036	FBgn0266307
FBtr0331503	FBgn0264308
FBtr0331505	FBgn0264308
FBtr0479944	FBgn0264308
FBtr0331506	FBgn0264301
FBtr0331504	FBgn0264308
FBtr0302043	FBgn0032506
FBtr0342641	FBgn0032506
FBtr0080474	FBgn0032507
FBtr0080473	FBgn0022069
FBtr0080472	FBgn0032511
FBtr0342640	FBgn0032511
FBtr0080471	FBgn0032512
FBtr0342639	FBgn0032512
FBtr0080470	FBgn0032514
FBtr0342638	FBgn0265810
FBtr0080525	FBgn0032516
FBtr0080526	FBgn0032516
FBtr0342637	FBgn0032518
FBtr0080524	FBgn0032518
FBtr0345449	FBgn0032518
FBtr0080523	FBgn0032519
FBtr0342636	FBgn0032519
FBtr0342635	FBgn0032520
FBtr0080522	FBgn0032520
FBtr0342634	FBgn0265811
FBtr0080521	FBgn0003983
FBtr0080520	FBgn0032523
FBtr0346424	FBgn0267243
FBtr0080519	FBgn0032524
FBtr0080517	FBgn0032525
FBtr0080518	FBgn0032525
FBti0019167-RA	FBti0019167
FBtr0346425	FBgn0267244
FBti0060329-RA	FBti0060329
FBti0019168-RA	FBti0019168
FBtr0332509	FBgn0023407
FBtr0080514	FBgn0023407
FBtr0080513	FBgn0023407
FBti0019169-RA	FBti0019169
FBtr0080516	FBgn0028943
FBtr0080515	FBgn0032530
FBti0060351-RA	FBti0060351
FBti0060352-RA	FBti0060352
FBtr0080512	FBgn0028513
FBti0019171-RA	FBti0019171
FBtr0308752	FBgn0263329
FBtr0342906	FBgn0028546
FBtr0342905	FBgn0028546
FBtr0080511	FBgn0028546
FBtr0080580	FBgn0051814
FBtr0343665	FBgn0051814
FBtr0080579	FBgn0028847
FBtr0343664	FBgn0028847
FBtr0346987	FBgn0267573
FBtr0304385	FBgn0262272
FBtr0472780	FBtr0472780_df_nrg
FBtr0304386	FBtr0304386_df_nrg
FBtr0304512	FBgn0262332
FBtr0472781	FBtr0472781_df_nrg
FBtr0304513	FBtr0304513_df_nrg
FBti0019172-RA	FBti0019172
FBtr0080576	FBgn0028540
FBtr0343663	FBgn0028540
FBtr0346632	FBgn0028540
FBtr0329825	FBgn0028932
FBtr0343661	FBgn0028932
FBtr0080575	FBgn0028932
FBti0060388-RA	FBti0060388
FBtr0343660	FBgn0266141
FBtr0080573	FBgn0028658
FBtr0331627	FBgn0028658
FBtr0080572	FBgn0032533
FBtr0080571	FBgn0004406
FBtr0080569	FBgn0001961
FBtr0080570	FBgn0001961
FBtr0091626	FBgn0064115
FBtr0091627	FBgn0004407
FBtr0080566	FBgn0260407
FBtr0343672	FBgn0053307
FBtr0080565	FBgn0053307
FBtr0080564	FBgn0053306
FBtr0343671	FBgn0028920
FBtr0080563	FBgn0028920
FBti0019173-RA	FBti0019173
FBtr0343670	FBgn0266142
FBtr0080562	FBgn0019890
FBtr0343669	FBgn0019890
FBtr0080561	FBgn0019890
FBtr0080560	FBgn0028938
FBtr0302990	FBgn0028938
FBtr0343646	FBgn0261628
FBtr0080558	FBgn0032538
FBtr0080557	FBgn0028544
FBtr0080618	FBgn0028543
FBtr0100058	FBgn0054003
FBtr0080617	FBgn0028542
FBtr0080616	FBgn0028430
FBtr0343645	FBgn0028430
FBtr0343644	FBgn0259896
FBtr0310075	FBgn0259896
FBtr0080615	FBgn0259896
FBtr0080610	FBgn0003255
FBtr0080609	FBgn0028909
FBtr0290243	FBgn0001967
FBtr0345759	FBgn0266892
FBtr0345758	FBgn0051840
FBtr0080606	FBgn0028872
FBtr0303242	FBgn0028872
FBtr0343692	FBgn0028872
FBtr0345549	FBgn0266822
FBtr0080603	FBgn0028526
FBtr0346641	FBgn0028526
FBtr0080602	FBgn0051769
FBtr0306928	FBgn0263037
FBtr0306927	FBgn0263038
FBtr0100447	FBgn0016930
FBtr0100448	FBgn0016930
FBtr0329933	FBgn0016930
FBtr0089289	FBgn0016930
FBtr0089290	FBgn0016930
FBtr0089288	FBgn0016930
FBtr0336949	FBgn0016930
FBtr0342909	FBgn0265942
FBtr0310013	FBgn0263649
FBti0059982-RA	FBti0059982
FBtr0080642	FBgn0264253
FBtr0080641	FBgn0028530
FBtr0343680	FBgn0261534
FBtr0080640	FBgn0261534
FBtr0080639	FBgn0261535
FBtr0343679	FBgn0266145
FBtr0309282	FBgn0266428
FBtr0309283	FBgn0266428
FBtr0080638	FBgn0020258
FBtr0080637	FBgn0004858
FBtr0342915	FBgn0004858
FBtr0080634	FBgn0264810
FBtr0080633	FBgn0028871
FBtr0342914	FBgn0265945
FBtr0346575	FBgn0267290
FBtr0300837	FBgn0028844
FBti0059713-RA	FBti0059713
FBtr0345569	FBgn0266841
FBtr0346471	FBgn0267257
FBtr0080666	FBgn0011863
FBtr0080665	FBgn0011864
FBtr0080664	FBgn0011865
FBtr0080663	FBgn0011866
FBtr0343705	FBgn0266146
FBtr0343704	FBgn0250844
FBtr0080662	FBgn0250844
FBtr0344772	FBgn0250844
FBtr0343703	FBgn0250844
FBtr0343702	FBgn0266147
FBtr0343701	FBgn0266148
FBtr0343700	FBgn0028913
FBtr0080661	FBgn0028913
FBtr0302802	FBgn0261566
FBtr0301496	FBgn0003016
FBtr0080660	FBgn0028911
FBtr0114465	FBgn0003016
FBtr0301494	FBgn0003016
FBtr0301495	FBgn0003016
FBti0019174-RA	FBti0019174
FBti0019175-RA	FBti0019175
FBti0060789-RA	FBti0060789
FBtr0473612	FBgn0261571
FBtr0343711	FBgn0266151
FBtr0080691	FBgn0028537
FBtr0301739	FBgn0028537
FBti0060790-RA	FBti0060790
FBtr0301741	FBgn0260954
FBtr0301740	FBgn0260954
FBti0060791-RA	FBti0060791
FBtr0301742	FBgn0260955
FBtr0475069	FBgn0286892
FBtr0345971	FBgn0267014
FBtr0301695	FBgn0032549
FBtr0343710	FBgn0032549
FBtr0100604	FBgn0028867
FBtr0080688	FBgn0032551
FBtr0080687	FBgn0028866
FBti0019176-RA	FBti0019176
FBtr0343683	FBgn0264349
FBtr0332019	FBgn0264349
FBtr0080686	FBgn0028886
FBtr0080685	FBgn0028886
FBtr0300845	FBgn0028886
FBtr0304003	FBgn0032553
FBtr0304004	FBgn0032553
FBtr0479830	FBgn0032554
FBtr0479828	FBgn0032554
FBtr0479829	FBgn0032554
FBtr0345434	FBgn0013300
FBtr0080682	FBgn0013300
FBtr0080681	FBgn0013301
FBti0060844-RA	FBti0060844
FBti0019177-RA	FBti0019177
FBtr0345431	FBgn0259213
FBtr0299711	FBgn0259213
FBtr0481630	FBgn0259213
FBtr0080676	FBgn0086711
FBtr0111014	FBgn0086711
FBtr0111015	FBgn0086711
FBtr0332520	FBgn0086711
FBtr0332521	FBgn0086711
FBti0060845-RA	FBti0060845
FBtr0080728	FBgn0261881
FBtr0080727	FBgn0283659
FBtr0303561	FBgn0283659
FBtr0332519	FBgn0264438
FBtr0343688	FBgn0051832
FBtr0080725	FBgn0001977
FBtr0080723	FBgn0000317
FBtr0080724	FBgn0000317
FBtr0343687	FBgn0000317
FBtr0343686	FBgn0000317
FBtr0332475	FBgn0010422
FBtr0080722	FBgn0010422
FBtr0080721	FBgn0024183
FBtr0080718	FBgn0024183
FBtr0080719	FBgn0024183
FBtr0080720	FBgn0024183
FBti0060865-RA	FBti0060865
FBtr0080717	FBgn0028889
FBtr0343106	FBgn0265996
FBtr0343105	FBgn0028888
FBtr0305559	FBgn0028888
FBtr0300311	FBgn0259965
FBtr0346715	FBgn0259965
FBti0060866-RA	FBti0060866
FBtr0080715	FBgn0028516
FBtr0080714	FBgn0028516
FBtr0303164	FBgn0283467
FBtr0336864	FBgn0283467
FBtr0415451	FBgn0045842
FBtr0336862	FBgn0045842
FBtr0336863	FBgn0045842
FBtr0080709	FBgn0045842
FBtr0080711	FBgn0045842
FBtr0080712	FBgn0045842
FBtr0415452	FBgn0045842
FBtr0300932	FBgn0045842
FBtr0302156	FBgn0261268
FBtr0302159	FBgn0261268
FBtr0302158	FBgn0261268
FBtr0302157	FBgn0261268
FBtr0332376	FBgn0086691
FBtr0080746	FBgn0086691
FBtr0300846	FBgn0028850
FBtr0332375	FBgn0264264
FBtr0300021	FBgn0041103
FBtr0080743	FBgn0032563
FBtr0345784	FBgn0266913
FBtr0475068	FBgn0286889
FBtr0343714	FBgn0266154
FBtr0345783	FBgn0266914
FBtr0343713	FBgn0266163
FBtr0080740	FBgn0001983
FBtr0345760	FBgn0266893
FBtr0080739	FBgn0003448
FBtr0345559	FBgn0266831
FBtr0343736	FBgn0266158
FBtr0343719	FBgn0028950
FBtr0080785	FBgn0028950
FBtr0080784	FBgn0028944
FBtr0343718	FBgn0028949
FBtr0080783	FBgn0028949
FBtr0080782	FBgn0028948
FBtr0080781	FBgn0028946
FBtr0344777	FBgn0028863
FBtr0344778	FBgn0028863
FBtr0344779	FBgn0028863
FBtr0344774	FBgn0028863
FBtr0344776	FBgn0028863
FBtr0344780	FBgn0028863
FBtr0344773	FBgn0028863
FBtr0344775	FBgn0028863
FBti0019763-RA	FBti0019763
FBtr0335468	FBgn0264990
FBtr0333240	FBgn0264544
FBti0019766-RA	FBti0019766
FBtr0335467	FBgn0264989
FBtr0333239	FBgn0264545
FBti0019768-RA	FBti0019768
FBtr0080777	FBgn0010382
FBtr0080776	FBgn0010382
FBtr0080773	FBgn0010382
FBtr0080775	FBgn0010382
FBtr0305561	FBgn0010382
FBtr0080774	FBgn0010382
FBtr0343722	FBgn0001989
FBtr0080771	FBgn0001989
FBtr0080770	FBgn0003936
FBtr0080769	FBgn0001987
FBtr0080765	FBgn0001987
FBtr0080767	FBgn0001987
FBtr0080768	FBgn0001987
FBtr0343721	FBgn0001987
FBtr0331282	FBgn0001990
FBtr0080764	FBgn0001990
FBtr0080763	FBgn0041627
FBtr0331280	FBgn0051826
FBtr0331281	FBgn0051826
FBtr0331279	FBgn0264260
FBtr0346421	FBgn0265813
FBtr0342644	FBgn0265813
FBtr0342643	FBgn0262150
FBtr0304142	FBgn0262150
FBtr0445829	FBgn0265812
FBtr0342642	FBgn0265812
FBtr0080814	FBgn0028900
FBtr0304145	FBgn0051822
FBti0019181-RA	FBti0019181
FBtr0346472	FBgn0267258
FBtr0344601	FBgn0261925
FBtr0303589	FBgn0261925
FBtr0473622	FBgn0028935
FBtr0340573	FBgn0265668
FBtr0080811	FBgn0041183
FBti0060900-RA	FBti0060900
FBtr0080810	FBgn0051823
FBtr0346572	FBgn0051821
FBtr0080809	FBgn0051821
FBtr0080808	FBgn0028645
FBtr0300615	FBgn0028645
FBti0060902-RA	FBti0060902
FBtr0112358	FBgn0085196
FBtr0332231	FBgn0264374
FBtr0343694	FBgn0264374
FBtr0080807	FBgn0051820
FBtr0305220	FBgn0051820
FBtr0343730	FBgn0266164
FBti0060918-RA	FBti0060918
FBtr0112359	FBgn0085197
FBtr0343729	FBgn0266165
FBti0019184-RA	FBti0019184
FBtr0346760	FBgn0264350
FBtr0332026	FBgn0264350
FBtr0342918	FBgn0265947
FBtr0342917	FBgn0265948
FBtr0332359	FBgn0264392
FBtr0080857	FBgn0024734
FBtr0332357	FBgn0024734
FBtr0452124	FBgn0284225
FBtr0332358	FBgn0024734
FBtr0080856	FBgn0024734
FBtr0331445	FBgn0002673
FBtr0080855	FBgn0002673
FBtr0331444	FBgn0002673
FBtr0331446	FBgn0002673
FBtr0343814	FBgn0001994
FBtr0080854	FBgn0001994
FBti0019770-RA	FBti0019770
FBtr0080853	FBgn0032582
FBtr0305564	FBgn0032582
FBtr0343813	FBgn0266204
FBtr0080852	FBgn0028375
FBtr0080851	FBgn0028894
FBtr0080850	FBgn0015338
FBtr0337082	FBgn0000339
FBtr0080848	FBgn0000339
FBtr0080849	FBgn0000339
FBtr0080845	FBgn0000250
FBtr0080847	FBgn0000250
FBtr0080844	FBgn0000250
FBtr0337081	FBgn0000250
FBtr0080846	FBgn0000250
FBtr0080843	FBgn0001995
FBtr0307508	FBgn0028899
FBtr0299599	FBgn0259151
FBtr0340235	FBgn0265578
FBtr0080838	FBgn0000307
FBtr0273183	FBgn0087041
FBtr0321313	FBgn0000307
FBtr0080839	FBgn0000307
FBtr0475053	FBgn0000307
FBtr0345544	FBgn0025678
FBtr0080837	FBgn0025678
FBtr0340234	FBgn0028523
FBtr0080880	FBgn0028523
FBtr0080875	FBgn0005677
FBtr0080876	FBgn0005677
FBtr0080877	FBgn0005677
FBtr0080878	FBgn0005677
FBtr0100399	FBgn0005677
FBtr0100400	FBgn0005677
FBtr0344060	FBgn0266329
FBtr0337091	FBgn0032587
FBtr0301144	FBgn0032587
FBtr0080873	FBgn0032587
FBtr0080874	FBgn0032587
FBtr0309684	FBgn0263555
FBtr0309686	FBtr0309686_df_nrg
FBtr0309685	FBtr0309685_df_nrg
FBtr0345762	FBgn0266894
FBtr0345761	FBgn0266895
FBtr0335499	FBgn0032588
FBtr0080872	FBgn0032588
FBtr0474089	FBgn0286734
FBtr0335498	FBgn0265000
FBtr0335144	FBgn0032593
FBtr0080945	FBgn0032593
FBtr0080946	FBgn0032593
FBti0061378-RA	FBti0061378
FBti0060535-RA	FBti0060535
FBti0061379-RA	FBti0061379
FBtr0080944	FBgn0051807
FBtr0344410	FBgn0051807
FBtr0344039	FBgn0266310
FBtr0310393	FBgn0263744
FBtr0310392	FBgn0263745
FBtr0303445	FBgn0062978
FBtr0335143	FBgn0027779
FBtr0080940	FBgn0027779
FBtr0080941	FBgn0027779
FBtr0080942	FBgn0027779
FBtr0304428	FBtr0304428_df_nrg
FBtr0304427	FBgn0262438
FBtr0472820	FBtr0472820_df_nrg
FBtr0310391	FBgn0263746
FBtr0080937	FBgn0032595
FBtr0335142	FBgn0032596
FBtr0080936	FBgn0032596
FBtr0080935	FBgn0015391
FBtr0343770	FBgn0261068
FBtr0080934	FBgn0261068
FBtr0308804	FBgn0261068
FBtr0080933	FBgn0032602
FBtr0343769	FBgn0032602
FBtr0331931	FBgn0000406
FBtr0080932	FBgn0000406
FBtr0331625	FBgn0032609
FBtr0080931	FBgn0032609
FBtr0080930	FBgn0022213
FBtr0080929	FBgn0032612
FBtr0331624	FBgn0032612
FBtr0080928	FBgn0032613
FBtr0345747	FBgn0032614
FBtr0332334	FBgn0032614
FBtr0080927	FBgn0032614
FBtr0080926	FBgn0032614
FBtr0332333	FBgn0032614
FBtr0080925	FBgn0051810
FBtr0344852	FBgn0051809
FBtr0113414	FBgn0051809
FBti0061428-RA	FBti0061428
FBtr0080923	FBgn0032615
FBtr0340177	FBgn0052832
FBtr0080960	FBgn0052832
FBtr0345447	FBgn0040985
FBtr0080959	FBgn0040985
FBtr0273383	FBgn0051805
FBtr0304932	FBgn0051805
FBtr0340176	FBgn0051805
FBtr0080957	FBgn0032620
FBtr0080956	FBgn0026150
FBtr0304931	FBgn0026150
FBtr0343811	FBgn0262355
FBtr0340175	FBgn0265543
FBtr0340238	FBgn0265579
FBtr0346585	FBgn0032624
FBtr0080955	FBgn0032624
FBtr0345974	FBgn0267018
FBtr0332012	FBgn0264346
FBtr0332013	FBgn0264346
FBtr0080954	FBgn0032625
FBtr0332011	FBgn0032625
FBtr0302499	FBgn0051784
FBti0019187-RA	FBti0019187
FBti0061433-RA	FBti0061433
FBtr0080972	FBgn0032629
FBtr0080971	FBgn0032629
FBti0019189-RA	FBti0019189
FBtr0340181	FBgn0265546
FBti0019190-RA	FBti0019190
FBtr0339800	FBgn0032632
FBtr0080970	FBgn0032632
FBtr0339799	FBgn0085199
FBtr0112361	FBgn0085199
FBtr0346475	FBgn0267260
FBtr0346474	FBgn0267255
FBti0019771-RA	FBti0019771
FBtr0345642	FBgn0265270
FBtr0339798	FBgn0265270
FBtr0306294	FBgn0265270
FBti0061482-RA	FBti0061482
FBtr0080968	FBgn0032633
FBtr0080969	FBgn0032633
FBtr0339797	FBgn0032633
FBtr0081011	FBgn0032634
FBtr0081010	FBgn0051803
FBtr0081008	FBgn0011274
FBtr0081009	FBgn0011274
FBtr0301578	FBgn0011274
FBtr0301577	FBgn0011274
FBtr0091932	FBgn0053928
FBtr0301383	FBgn0260632
FBtr0301384	FBgn0260632
FBtr0081005	FBgn0260632
FBtr0081006	FBgn0260632
FBtr0340250	FBgn0260632
FBtr0081007	FBgn0260632
FBtr0081004	FBgn0032638
FBtr0300902	FBgn0032639
FBtr0330225	FBgn0000183
FBtr0081002	FBgn0000183
FBtr0330226	FBgn0000183
FBtr0305688	FBgn0000183
FBtr0081001	FBgn0286781
FBtr0346626	FBgn0024689
FBtr0346627	FBgn0024689
FBtr0080999	FBgn0024689
FBtr0081000	FBgn0024689
FBtr0305685	FBgn0024689
FBtr0080998	FBgn0032643
FBtr0305684	FBgn0032643
FBtr0080997	FBgn0003187
FBtr0306165	FBgn0003187
FBtr0080996	FBgn0003187
FBtr0080995	FBgn0032645
FBtr0080994	FBgn0032646
FBtr0080993	FBgn0032647
FBtr0303652	FBgn0032648
FBtr0080991	FBgn0032649
FBtr0080990	FBgn0032650
FBti0061508-RA	FBti0061508
FBti0061509-RA	FBti0061509
FBtr0345765	FBgn0266898
FBtr0344800	FBgn0266587
FBtr0344799	FBgn0265584
FBtr0340256	FBgn0265584
FBtr0340255	FBgn0265583
FBtr0340254	FBgn0032652
FBtr0080989	FBgn0032652
FBtr0340253	FBgn0265585
FBtr0340252	FBgn0265586
FBtr0080988	FBgn0032654
FBtr0346478	FBgn0267263
FBtr0081016	FBgn0015609
FBtr0100313	FBgn0015609
FBtr0100315	FBgn0015609
FBtr0081015	FBgn0015609
FBtr0081013	FBgn0015609
FBtr0081014	FBgn0015609
FBtr0081017	FBgn0015609
FBtr0081018	FBgn0015609
FBtr0081019	FBgn0015609
FBtr0081020	FBgn0015609
FBtr0100314	FBgn0015609
FBtr0100316	FBgn0015609
FBtr0303836	FBgn0262018
FBtr0308770	FBgn0262018
FBtr0303837	FBgn0262017
FBti0019193-RA	FBti0019193
FBtr0345726	FBgn0266871
FBtr0345725	FBgn0266872
FBti0019194-RA	FBti0019194
FBtr0345462	FBgn0262960
FBtr0306711	FBgn0262960
FBtr0306712	FBgn0262960
FBtr0306713	FBgn0262960
FBtr0306710	FBgn0262963
FBti0061539-RA	FBti0061539
FBtr0340186	FBgn0265549
FBti0061540-RA	FBti0061540
FBtr0340185	FBgn0265548
FBtr0340184	FBgn0265547
FBti0019195-RA	FBti0019195
FBtr0273418	FBgn0023096
FBtr0343103	FBgn0265992
FBtr0302030	FBgn0032660
FBtr0302031	FBgn0032660
FBtr0081045	FBgn0032663
FBtr0340579	FBgn0265669
FBtr0300025	FBgn0051785
FBtr0081042	FBgn0001301
FBtr0081043	FBgn0001301
FBtr0081040	FBgn0041184
FBtr0329927	FBgn0041184
FBtr0329928	FBgn0041184
FBtr0081062	FBgn0032671
FBtr0343823	FBgn0032671
FBtr0343817	FBgn0261804
FBtr0303280	FBgn0261804
FBti0061564-RA	FBti0061564
FBtr0343821	FBgn0267486
FBtr0081061	FBgn0267486
FBtr0343822	FBgn0267486
FBtr0343820	FBgn0266205
FBtr0081058	FBgn0051802
FBtr0081056	FBgn0051788
FBtr0343819	FBgn0051788
FBtr0343818	FBgn0266206
FBtr0343816	FBgn0266207
FBtr0081055	FBgn0051787
FBtr0342831	FBgn0265907
FBtr0307109	FBgn0263094
FBtr0307108	FBgn0263090
FBtr0345440	FBgn0263090
FBtr0342850	FBgn0263085
FBtr0307101	FBgn0263086
FBtr0340582	FBgn0265682
FBtr0340581	FBgn0011559
FBtr0081054	FBgn0011559
FBtr0346591	FBgn0261597
FBtr0081091	FBgn0261597
FBtr0331455	FBgn0261597
FBtr0081089	FBgn0261597
FBtr0081090	FBgn0261597
FBtr0081088	FBgn0086707
FBtr0081087	FBgn0284256
FBtr0081085	FBgn0032681
FBtr0081086	FBgn0032681
FBtr0300675	FBgn0032681
FBtr0300676	FBgn0032681
FBtr0332323	FBgn0032683
FBtr0300341	FBgn0032683
FBtr0332322	FBgn0032683
FBtr0343832	FBgn0266208
FBtr0343830	FBgn0085370
FBtr0303163	FBgn0085370
FBtr0112544	FBgn0085370
FBtr0303162	FBgn0085370
FBtr0112545	FBgn0085370
FBtr0343831	FBgn0085370
FBtr0081081	FBgn0003270
FBtr0081080	FBgn0032689
FBtr0343829	FBgn0032689
FBtr0081079	FBgn0032691
FBti0061981-RA	FBti0061981
FBtr0081078	FBgn0032692
FBti0019200-RA	FBti0019200
FBtr0081077	FBgn0032693
FBtr0306921	FBgn0263079
FBtr0306922	FBgn0263079
FBtr0343810	FBgn0263078
FBtr0306920	FBgn0263078
FBtr0302267	FBgn0261349
FBtr0305341	FBgn0086681
FBtr0081131	FBgn0015553
FBtr0081130	FBgn0005617
FBtr0343118	FBgn0005617
FBtr0089628	FBgn0032699
FBtr0343117	FBgn0032699
FBtr0081128	FBgn0032702
FBtr0481735	FBgn0032704
FBtr0343115	FBgn0025608
FBtr0081126	FBgn0025608
FBtr0081125	FBgn0032706
FBtr0343114	FBgn0032706
FBtr0343113	FBgn0032706
FBtr0343112	FBgn0032707
FBtr0301647	FBgn0032707
FBtr0303282	FBgn0261806
FBtr0332016	FBgn0045852
FBtr0479832	FBgn0045852
FBtr0479833	FBgn0045852
FBtr0305620	FBgn0045852
FBtr0332015	FBgn0045852
FBtr0332018	FBgn0264348
FBti0061996-RA	FBti0061996
FBtr0343836	FBgn0266209
FBtr0332209	FBgn0264362
FBtr0332208	FBgn0264365
FBtr0345441	FBgn0260228
FBtr0345442	FBgn0040992
FBtr0081122	FBgn0040992
FBtr0300635	FBgn0260228
FBtr0343834	FBgn0040992
FBtr0343835	FBgn0260228
FBtr0081121	FBgn0032715
FBtr0344795	FBgn0032715
FBtr0081120	FBgn0032717
FBtr0273228	FBgn0032717
FBtr0331194	FBgn0032717
FBtr0331193	FBgn0051752
FBtr0081118	FBgn0053120
FBti0062509-RA	FBti0062509
FBtr0089314	FBgn0032721
FBtr0089315	FBgn0032721
FBtr0347402	FBgn0032721
FBtr0089318	FBgn0032720
FBtr0081111	FBgn0003896
FBtr0081112	FBgn0003896
FBtr0342921	FBgn0003896
FBtr0309718	FBgn0263568
FBtr0309719	FBtr0309719_df_nrg
FBtr0342930	FBgn0265952
FBtr0342929	FBgn0032723
FBtr0081193	FBgn0032723
FBti0062511-RA	FBti0062511
FBtr0342928	FBgn0032725
FBtr0081192	FBgn0032725
FBtr0081191	FBgn0032726
FBtr0342926	FBgn0032726
FBtr0342927	FBgn0032726
FBtr0344844	FBgn0032727
FBtr0081190	FBgn0032727
FBtr0344845	FBgn0032727
FBtr0340325	FBgn0015772
FBtr0081187	FBgn0015772
FBtr0340326	FBgn0015772
FBtr0081189	FBgn0015772
FBtr0340323	FBgn0032729
FBtr0340324	FBgn0032729
FBtr0081186	FBgn0032729
FBtr0340322	FBgn0032731
FBtr0081185	FBgn0032731
FBtr0081184	FBgn0032733
FBtr0340321	FBgn0032733
FBtr0340320	FBgn0046302
FBtr0081183	FBgn0046302
FBtr0340319	FBgn0086710
FBtr0302491	FBgn0086710
FBtr0081181	FBgn0086710
FBtr0114315	FBgn0086039
FBtr0336845	FBgn0265073
FBti0062033-RA	FBti0062033
FBti0062012-RA	FBti0062012
FBtr0321273	FBgn0263838
FBtr0081180	FBgn0001202
FBtr0081179	FBgn0051800
FBtr0081178	FBgn0032744
FBtr0081177	FBgn0002021
FBtr0303241	FBgn0032752
FBtr0081174	FBgn0032752
FBtr0081175	FBgn0032752
FBtr0081176	FBgn0032752
FBtr0081173	FBgn0032753
FBtr0081172	FBgn0053315
FBtr0081171	FBgn0032754
FBtr0309834	FBgn0002023
FBtr0081170	FBgn0002023
FBtr0309833	FBgn0002023
FBtr0329940	FBgn0002023
FBtr0309832	FBgn0002023
FBtr0081169	FBgn0002023
FBtr0309835	FBgn0002023
FBtr0081166	FBgn0000422
FBtr0081167	FBgn0000422
FBtr0290291	FBgn0000422
FBti0062014-RA	FBti0062014
FBtr0346428	FBgn0002031
FBtr0081165	FBgn0002031
FBtr0081164	FBgn0002031
FBtr0081163	FBgn0086444
FBtr0332578	FBgn0086443
FBtr0081162	FBgn0086443
FBtr0081161	FBgn0086447
FBtr0332577	FBgn0086447
FBtr0336628	FBgn0086447
FBtr0344041	FBgn0266312
FBtr0081233	FBgn0032763
FBtr0332576	FBgn0265263
FBtr0302890	FBgn0265263
FBtr0347275	FBgn0267726
FBtr0347276	FBgn0267726
FBtr0347277	FBgn0267726
